ID	ChoiceA	ChoiceB	ChoiceC	ChoiceD
1938	Sure definition A	Their definition B	Experience definition C	Activity definition D
1939	Another definition A	Cut definition B	Test definition C	Study definition D
1940	Order definition A	Laugh definition B	Wish definition C	Simple definition D
1941	Finally definition A	Region definition B	American definition C	Actually definition D
1942	Put definition A	Four definition B	He definition C	Even definition D
1943	Low definition A	Than definition B	Serve definition C	Third definition D
1944	Exactly definition A	Whole definition B	Minute definition C	Oil definition D
1945	Management definition A	Program definition B	Successful definition C	Book definition D
1946	Plant definition A	Story definition B	Old definition C	Partner definition D
1947	Draw definition A	Cultural definition B	Career definition C	Mrs definition D
1948	Ahead definition A	Eye definition B	Respond definition C	Blood definition D
1949	Run definition A	Three definition B	Increase definition C	We definition D
1950	Wear definition A	School definition B	Bit definition C	Eat definition D
1951	Say definition A	Wonder definition B	Follow definition C	Pattern definition D
1952	Model definition A	Middle definition B	Carry definition C	Stand definition D
1953	Better definition A	New definition B	Message definition C	Election definition D
1954	Only definition A	Drive definition B	Reality definition C	Total definition D
1955	Public definition A	Risk definition B	Stop definition C	Society definition D
1956	President definition A	Account definition B	Site definition C	Public definition D
1957	Agree definition A	Factor definition B	Way definition C	None definition D
1958	Race definition A	Really definition B	Prepare definition C	List definition D
1959	Knowledge definition A	System definition B	Sign definition C	Thank definition D
1960	Day definition A	Important definition B	Avoid definition C	Account definition D
1961	Contain definition A	Window definition B	Individual definition C	Every definition D
1962	Buy definition A	Argue definition B	Organization definition C	Mention definition D
1963	According definition A	Short definition B	Born definition C	Community definition D
1964	Positive definition A	Why definition B	Institution definition C	Culture definition D
1965	Memory definition A	Term definition B	World definition C	Take definition D
1966	Growth definition A	Travel definition B	We definition C	Hundred definition D
1967	Cover definition A	See definition B	Explain definition C	Practice definition D
1968	Offer definition A	No definition B	Both definition C	Talk definition D
1969	Idea definition A	Almost definition B	Little definition C	Student definition D
1970	After definition A	Issue definition B	About definition C	Ok definition D
1971	Career definition A	Professional definition B	High definition C	Staff definition D
1972	Push definition A	Pass definition B	Child definition C	Society definition D
1973	Always definition A	Kid definition B	Garden definition C	Stop definition D
1974	Away definition A	Word definition B	Its definition C	Generation definition D
1975	Young definition A	During definition B	Hold definition C	Defense definition D
1976	Role definition A	Question definition B	Dream definition C	Situation definition D
1977	Field definition A	Money definition B	Moment definition C	Foreign definition D
1978	Past definition A	Heavy definition B	Inside definition C	Not definition D
1979	Center definition A	Friend definition B	Reduce definition C	Some definition D
1980	Its definition A	Likely definition B	Real definition C	Child definition D
1981	General definition A	Science definition B	Party definition C	Above definition D
1982	Star definition A	Nothing definition B	Participant definition C	President definition D
1983	Beautiful definition A	Thank definition B	Report definition C	Strategy definition D
1984	Rich definition A	Production definition B	Group definition C	Happen definition D
1985	Of definition A	War definition B	Ready definition C	Debate definition D
1986	Power definition A	Pressure definition B	Car definition C	Today definition D
1987	Race definition A	Single definition B	Yard definition C	Also definition D
1988	Himself definition A	Others definition B	Door definition C	Economy definition D
1989	Former definition A	Test definition B	Other definition C	Question definition D
1990	Degree definition A	List definition B	Specific definition C	Decide definition D
1991	Run definition A	Group definition B	Happen definition C	Think definition D
1992	Drug definition A	Move definition B	Administration definition C	Modern definition D
1993	Public definition A	Positive definition B	Account definition C	Live definition D
1994	Gas definition A	Political definition B	Day definition C	Environmental definition D
1995	Page definition A	Certainly definition B	More definition C	You definition D
1996	Address definition A	Stand definition B	Perhaps definition C	Trip definition D
1997	Across definition A	Network definition B	General definition C	Charge definition D
1998	Full definition A	House definition B	Because definition C	Shake definition D
1999	Term definition A	Entire definition B	Rate definition C	Itself definition D
2000	Agree definition A	For definition B	Bar definition C	Ready definition D
2001	Situation definition A	Cause definition B	Smile definition C	Staff definition D
2002	In definition A	Investment definition B	Television definition C	Join definition D
2003	We definition A	Manage definition B	Teach definition C	Situation definition D
